user_id,subgroup
617eeb2380117b00079916e8,51 13 8 55 15 1 4 50 72 40 7 5 61 27 66 14 29 59 85 9 45 69 70 24 89 23 3 6 71 53 35 57 19 73 83 37 79 36 60
617d9b65b23194000780bfac,7 51 5 3 59 8 34 40 4 38 39 71 50 66 72 13 1 36 85 83 37 55 33 23 6 69 70 19 61 29 60 53 79 73 35 57 15 32 45 24
6173a7c5231858000643b26f,33 34 66 51 38 39 57 32 54 76 58 67 75 64 52 37 59 63 78 83 81 42 43 41 80 72 87 65 6 3 5 77
61796267b2319400077af493,51 7 59 8 55 50 72 37 3 69 13 66 71 40 29 1 85 83 15 5 70 35 57 61 36 23 6 60 79 53 19 4 45 75 33 76 64 24 73 38 34 39 56 65
5eee74c1eb246da0e50471ab,4 5 40 55 13 15 27 24 50 72 62 73 8 19 3 53 28 61 9 89 45 46 85 14 1 90 36 56 66 51 23
617f173e57d2ce0006c70668,5 3 4 40 73 19 36 25 77 6 23 53 27 24 89 22 67 90 61 9 56 55 78 46
5e7a0ed69c4b140023a848eb,5 3 34 38 39 7 4 36 25 33 40 66 51 72 77 23 6 19 73 1 53 71 59 50 32 78 60 61 29 79 85 22 67 83 37 8
617f182980117b0007995e45,5 3 40 4 7 36 51 19 23 6 25 77 1 50 66 72 13 61 73 53 89 55 22 67 60 79 9 71 59 24 38 34 39 85 90 29 45 56 78
617f1fe8b231940007828878,34 7 33 51 59 38 39 3 66 72 8 50 37 5 32 1 40 71 85 83 69 23 6 60 61 29 36 19 79 53 73 75 76 64 35 57 70 65 55 25 77 78 15
59b79476cd5792070055e82b,4 40 5 13 27 9 89 46 73 24 61 3 90 36 53 45 55 62 85 6 50 51 14 1 15
5d1e29010d5f3b0021dc4a41,5 34 3 38 39 7 59 51 72 33 40 4 36 50 66 6 25 77 1 71 85 83 37 8 23 19 32 73 60 53 61 29 79 78 69 70 65 35 57 55
5ab12613a356e3001e486f30,33 59 51 7 57 34 76 32 66 69 75 64 83 37 38 39 58 71 72 8 1 35 65 85 63 52 78 54 50 61 29 36 81 42 43 60 79 40
6027c54ce4e6038902cd6f78,4 5 13 55 8 40 15 51 9 27 50 72 3 85 61 45 89 69 70 24 66 14 1 73 23 6 36 53 19 71 59 7 29 79 62
5b5c44148011d1001e33e86d,34 7 51 33 38 39 3 59 72 5 50 66 8 40 71 1 36 32 85 83 37 69 55 77 23 6 19 60 61 29 53 79 73 70 35 57 75 76 64 25 65 4 15 78
617f3a3cb23194000782b00a,5 3 7 34 4 38 39 36 40 51 23 6 25 77 1 71 59 50 66 72 33 73 19 53 60 79 85 61 29 78 32 55 22 67 13 69 70 8 83 37
5915c4332fa2a607008bdc2b,5 55 8 51 3 7 13 4 40 50 72 59 66 61 71 36 85 1 45 69 70 23 6 73 19 9 53 24 15 79 60 29 89 35 57 83 37 27
5dac17e09b475f0021c7fa86,59 8 69 51 64 7 35 37 66 65 33 57 83 85 70 55 71 50 29 1 72 40 75 76 32 61 36 15 56 79 60
61700b7fe38aa7000780dd97,7 51 59 69 8 66 72 37 50 33 55 34 71 83 29 1 85 40 3 32 38 39 65 70 61 36 35 57 75 76 64 60 23 6 79 53 19 15 13 73
61720c8d5764e90006ed78b6,5 3 7 51 72 59 40 4 50 66 34 19 6 1 36 85 55 71 8 38 39 83 37 73 53 23 79 60 61 29 24 15 25 77 65 56 45 32 33 35 57 69 70
5a5342ac5518aa001e320dd7,59 7 51 66 72 37 3 8 50 34 33 1 71 61 85 83 40 65 38 39 55 32 5 69 60 79 29 36 53 19 23 6 35 57 73 15 70 75 76 64 28 24 78
60f38d0440316c0006a97d14,5 3 4 40 25 36 73 23 77 19 27 6 53 22 67 61 9 24 89 20 7 90 78
5f4da0a6df4a83f7dbd97fc0,33 34 38 39 51 66 59 32 7 75 76 72 58 57 64 54 50 1 52 71 37 3 40 67 63 42 43 78 61 29 36 83 60 23 6 41 80 85 69 8 19 79 53 65 81
5678090950562140005e6891,7 59 51 72 3 8 34 5 33 50 66 37 55 38 39 71 40 1 85 83 69 32 61 29 36 23 6 60 79 53 19 70 35 57 73 15 65 75 76 64 4 24 13
617f4988b23194000782c4d5,5 3 34 7 38 39 33 25 4 36 40 66 51 72 23 6 77 1 71 59 50 8 32 19 73 78 60 53 61 29 85 79 83 37 69 70 65 22 67
617f4872b23194000782c421,4 5 3 40 13 27 36 73 9 89 61 24 90 50 51 23 46 20 22 67 53
617f4ca4b23194000782ccae,34 3 5 33 7 38 39 59 66 36 51 72 32 6 25 77 78 40 1 71 4 50 37 8 23 19 60 73 61 29 53 85 79 83 75 76 64 65 69 70
617f4bf108fc0300066bcc1e,5 3 4 7 51 34 8 36 40 59 38 39 50 66 72 71 1 85 13 55 83 37 33 23 6 19 73 53 60 79 61 29 69 70 25 77 32 15 35 57 24
5c8660871a21560020ec7086,59 69 8 64 1 51 35 65 7 37 29 28 72 55 49 66 57 50 70 56 61 53 83 85 40 15 71
573c92c5fad4ef0a006babb5,7 51 5 3 59 72 34 8 40 50 66 38 39 33 71 1 36 85 83 37 55 4 23 6 19 60 61 29 53 73 79 69 70 32 35 57 15 13 25 77 65 24 75 76 64
617f519608fc0300066bd9d0,4 5 3 40 25 36 73 27 89 61 9 23 24 20 50 51 22 67 90 19 77 13
615a9dceabe3050007f8199b,33 34 66 51 38 39 32 76 57 83 37 54 75 58 59 52 69 65 64 72 67 7 63 42 43 41 78 81 80 87 71 50 61 29 1 36
5f16eb67cad0d03720ec1981,5 3 4 34 7 38 39 36 25 40 66 51 72 73 77 19 23 6 33 53 1 71 59 50 78 60 32 79 22 67 61 29 85 55
60ff49d4821982000654ab15,5 51 7 3 59 8 4 40 50 72 55 13 66 71 36 1 85 83 37 23 6 19 73 53 69 70 60 79 61 29 15 45 24 35 57 38 34 39
6159a340a2c84f0006db6307,5 3 34 4 7 38 39 36 25 33 40 66 51 72 77 23 6 19 73 1 53 71 59 50 32 78 60 61 29 79 85 22 67 83 37
5743436cfad4ef0a006bea28,34 5 3 38 39 33 7 59 51 72 40 50 66 37 6 25 77 1 71 36 4 85 83 8 23 32 19 73 60 53 61 29 79 78 65 69 70 35 57 55 75 76 64
5f15cc0092111749b05c8d87,5 3 7 34 4 38 39 36 40 51 23 6 25 77 1 71 59 50 66 72 33 73 19 53 60 79 85 61 29 78 32 55 22 67 13 69 70 8 83 37
5f1a3fbf60d94a09934ed008,7 51 34 3 59 72 38 39 8 33 5 50 66 40 71 1 36 85 69 83 37 32 55 4 23 6 61 29 60 19 70 79 53 35 57 73 75 76 64 15 13 65 25 77
5df8601960f8440021cb4f01,5 51 7 3 50 72 59 8 4 55 40 13 66 71 1 85 36 83 37 73 19 23 6 53 79 60 45 69 70 24 61 29 15 35 57
6035c9d395a296627eb84073,5 40 4 3 55 50 72 7 36 13 19 6 27 8 73 89 61 9 45 24 53 23 66 51 90 79 56 1 60 15 22 67 85 71 59
617f612ef4c68c00064083f6,5 34 3 4 7 38 39 72 36 40 59 50 66 51 8 6 1 71 25 77 33 55 23 19 73 53 60 79 61 29 85 32 69 70 83 37 78 13 35 57
617f5e6948279000067f7846,51 7 59 8 50 72 55 13 40 5 3 37 66 71 4 85 29 1 83 69 70 23 6 61 36 35 57 15 79 53 60 19 45 73 24
61406b89ce23f10007a2b421,51 7 59 8 50 72 55 37 15 1 3 69 13 66 71 40 85 83 29 5 70 35 57 61 36 79 23 6 60 53 4 45 19 24 73 14 56 65
617c1a69304bcd0006d96845,5 3 4 34 7 38 39 36 25 40 66 51 72 73 19 77 23 6 33 53 1 71 59 50 78 60 32 79 61 29 85 22 67 55
5a55c5df5863ae001eccb86f,5 3 34 33 7 38 39 59 36 66 51 72 6 32 25 77 40 4 1 71 50 37 8 23 19 73 60 78 61 29 53 85 79 83 69 70 65 75 76 64 35 57
5d5ec526e90dec0021058eed,7 51 59 3 72 8 34 33 5 50 66 37 38 39 55 71 40 29 1 69 85 83 32 23 6 61 36 70 60 79 19 53 35 57 73 75 76 64 15 13 65 4
617f630348279000067f7c8b,4 40 5 27 13 73 24 9 46 53 62 61 89 90 3 85 45 36 55 6 19 56 14 1 15 23
617f64edb23194000782ec64,5 3 51 7 4 13 40 55 50 72 8 61 36 66 27 71 59 1 85 9 73 23 6 19 45 53 89 69 70 24 79 60 15 29 35 57 83 37
5c851cc39d98460020c367cc,34 5 3 38 39 7 59 51 72 40 33 50 66 8 6 1 71 36 85 4 25 77 83 37 55 23 19 73 60 53 32 61 29 79 78 69 70 65 35 57 15
5fc391b8236603f24685cd32,7 51 5 3 59 8 40 4 34 71 50 66 72 1 13 36 85 38 39 55 83 37 23 6 19 73 60 53 69 70 61 29 79 35 57 15 32 33 24 45 25 77
617f6d4de4d4a400072f5093,51 13 4 55 15 1 8 40 50 72 85 5 61 27 66 14 29 59 7 36 9 45 69 70 89 24 23 3 6 53 71 73 19 35 57 79 83 37 60 62
617f6eeb80117b000799e036,7 51 69 8 59 55 50 72 37 65 70 83 85 71 29 66 1 40 33 35 57 61 36 75 76 64 15 79 60 23 3 6 53 13 32 56 19 45 24
617f60a3f4c68c00064083cf,5 3 4 7 34 36 25 40 38 39 51 73 19 77 23 6 33 1 50 66 72 53 78 60 22 67 71 59 79 32 85 61 29 55 13
5cd3f9e94a8a090020f21209,51 7 59 8 50 72 55 37 3 69 66 71 29 1 85 83 40 13 33 65 5 70 35 57 61 36 79 60 23 6 15 53 19 75 76 64 73 24 38 34 39 45 4 56 32
617f73bb80117b000799e8f2,51 7 59 8 3 5 50 72 37 55 34 40 69 71 66 29 1 85 83 13 38 39 33 70 23 6 61 36 60 79 53 19 35 57 15 73 4 32 75 76 64 24 45 65
616545600aa40700061b0f40,51 5 7 8 3 59 13 4 40 50 72 55 66 71 85 29 1 36 83 37 69 70 23 6 19 53 61 73 60 79 15 45 35 57 24
617f7301b23194000782ff78,51 7 8 55 59 13 5 50 72 40 15 3 1 4 66 71 85 83 37 29 69 70 45 35 57 23 6 61 36 53 79 60 19 24 73 14
617f7505f4c68c0006409c31,5 3 4 40 7 36 38 34 39 51 23 6 25 77 1 50 66 72 13 61 73 19 53 60 22 67 71 59 79 55 9 33 89 78 85 29
617f730bb4ed3c000784a15a,5 3 34 7 4 38 39 36 25 33 40 66 51 72 23 6 19 77 73 1 71 59 50 32 53 60 78 61 29 79 85 22 67 83 37 69 70
5ab0a5bba356e3001e485c48,64 57 33 59 69 8 76 75 32 51 83 35 37 66 58 63 52 81 42 43 54 78 7 65 41 72 71 84 34
5b98be1aca498a001e904f08,34 33 3 5 38 39 7 59 51 72 40 50 66 37 32 6 25 77 1 71 36 85 83 8 23 19 73 60 53 61 29 79 78 4 65 35 57 69 70 75 76 64 55
6108b0d2ce9a530007c2d934,51 7 59 8 55 13 50 72 37 3 69 66 71 40 29 1 85 83 15 5 70 35 57 61 36 23 6 60 79 53 19 4 45 75 33 76 64 73 24 38 34 39
574fea46206cd60900c52c8c,34 7 33 51 38 39 3 59 72 5 50 66 37 8 40 32 71 1 36 85 83 69 77 23 6 19 60 61 29 53 79 73 70 25 75 76 64 35 57 55 65 4 78 15
617f7cc169a5ab0006aaf1ec,7 5 51 3 59 34 72 8 40 38 39 50 66 4 1 71 36 85 33 83 37 55 23 6 19 73 53 60 61 29 79 32 69 70 25 77 35 57 15 13 65
617f7e4669a5ab0006aaf4a5,1 15 29 72 14 28 50 53 51 21 16 24 49 55 62 85 45 8 88 84 23 4 59 47 61 66 69 70 71 56 65 13 30 64 73
574406aafad4ef0a006bf3a6,7 59 66 51 72 33 8 3 34 50 37 69 38 39 1 71 83 85 40 32 65 5 61 29 36 75 76 64 60 70 35 57 23 6 79 55 53 19 15 73 78
5f6b5eb149fac469ff3c1c03,51 7 59 69 8 55 50 72 37 1 15 13 66 83 85 71 29 40 3 33 70 35 57 61 36 79 60 23 6 53 75 76 64 19 45 4 5 24 56 65 32 14
617f80bcb4ed3c000784b4e3,51 7 8 3 59 5 13 40 50 72 4 55 66 71 85 29 1 36 83 37 69 70 23 6 61 19 60 53 79 35 57 73 15 38 34 39 45 24
617f4f7208fc0300066bd500,51 7 59 1 8 55 15 69 13 37 50 72 83 85 66 71 29 40 14 70 35 57 61 36 79 60 23 3 6 53 45 75 33 76 64 4 5 19 24 56 65
617f859cb23194000783261f,7 51 34 5 3 59 72 38 39 8 50 66 33 40 71 1 36 85 69 83 37 55 4 23 6 19 61 29 60 53 79 70 73 32 35 57 15 13 75 76 64 25 77 65
617f8351b2319400078321cb,8 59 69 64 37 29 51 7 35 55 1 57 83 70 65 33 49 85 56 75 76 15 71 32 84 50 72
5937c19522a4f20700df43ff,5 34 3 33 7 38 39 66 72 36 59 50 51 32 25 77 78 6 4 1 40 53 71 37 19 23 73 60 61 29 79 85 83 65 22 67 75 76 64
5a9ea9ff5d786f001e62a1d0,59 51 7 33 69 66 57 76 64 75 32 83 37 72 34 8 71 35 50 1 85 38 39 58 63 52 61 29 36 81 70 78 60 65 54 79 55 40 42 43
617f87aab2319400078329a5,5 3 7 51 8 4 13 40 59 36 50 66 72 71 55 1 85 61 83 37 23 6 19 73 53 60 69 70 79 29 45 38 34 39 15 24 9 35 57 25 77 89
617f8971b4ed3c000784c0d8,5 3 51 8 7 13 4 40 55 50 72 59 66 36 71 85 1 61 83 37 23 6 19 73 69 70 53 60 79 29 45 9 15 24 35 57 89
604f8cc97784550e59d9283f,7 51 8 69 59 55 50 72 37 66 65 70 83 85 33 64 71 61 29 1 40 35 57 75 76 36 15 79 60 32 56 53 23 3 6 19 28
615970dddf426a0007d1063a,5 3 34 7 59 38 39 72 33 36 40 50 66 51 25 77 6 4 78 1 71 37 8 32 23 19 73 60 53 61 29 79 85 83 65 22 67
6175fe07839b1100065b9348,7 51 69 8 59 55 37 50 72 70 83 85 71 66 29 1 40 33 64 13 65 35 57 61 36 75 76 15 79 60 23 3 6 53 32 56 19 45 24
5e299ba5e3832b002471bbfa,34 5 3 7 33 51 38 39 59 72 50 66 8 40 32 71 1 36 85 25 77 4 83 37 23 6 19 60 61 29 73 53 79 78 69 70 35 57 75 76 64 55 65
58c2d727e207b607008f5735,7 51 59 66 37 8 69 72 33 50 34 65 83 29 1 71 32 85 40 3 38 39 75 76 64 61 36 35 57 70 60 79 55 23 6 53 19 15 78 56
610ff7264293f0000654bf1a,7 59 66 51 33 72 8 3 34 50 37 69 38 39 1 83 71 85 40 32 65 5 75 76 64 61 29 36 60 70 35 57 23 6 79 55 53 19 15 78 73
581c368ccca88007007055fe,7 59 51 34 3 72 38 39 8 33 5 50 66 37 40 71 1 85 69 83 32 55 23 6 61 29 36 60 70 19 79 53 35 57 73 75 76 64 15 65 13 4 25 77
617f9162e656cd000680e3c4,5 3 4 7 34 36 40 38 39 50 51 72 23 6 25 77 1 66 71 59 33 55 13 73 19 53 60 79 85 61 29 78 32 22 67 69 70 8 24
617f93a8f4c68c000640bee1,5 3 4 34 7 38 39 36 25 40 66 51 72 77 73 19 23 6 33 53 1 71 59 50 78 32 60 22 67 79 61 29 85
59ce6fa486e624001ee638ad,5 40 3 4 7 36 50 51 72 19 6 13 61 25 66 1 73 23 53 89 55 9 77 60 22 67 79 24 71 59 45 85 90 29 56 38 34 39 8 27
60c85e894d1b1e6391ea28b0,7 33 34 59 66 51 37 38 39 72 8 69 3 75 76 64 32 83 50 1 71 85 40 57 65 61 29 36 60 35 23 6 79 70 53 19 55 78 63 52 5
6076d3cc761d8a395c4cf326,33 34 51 66 38 39 32 57 54 76 37 58 59 75 52 83 64 67 81 65 7 42 43 63 41 80 78 72 87 69 6 71
60fd22022199be000687c0a8,7 34 51 5 3 59 38 39 72 8 40 50 66 33 71 1 36 85 83 37 4 55 23 6 19 60 61 29 53 73 79 32 69 70 35 57 25 77 15 13 65 75 76 64
617f951d80117b00079a127c,7 34 51 5 3 59 38 39 72 8 40 50 66 71 1 36 85 33 83 37 4 55 23 6 19 60 61 29 73 53 79 69 70 32 35 57 25 77 13 15 65
614aa53adeb4b100078425f4,7 51 8 59 69 50 72 55 37 33 65 83 85 71 29 66 1 64 40 32 34 70 35 57 61 36 75 76 60 79 15 23 3 6 53 13 19 56 38 39
5d0831b78834eb002272a45d,7 51 5 3 59 72 34 8 40 50 66 38 39 33 71 1 36 85 83 37 55 4 23 6 19 60 61 29 53 73 79 69 70 32 35 57 15 25 77 13 65 75 76 64 24
610213d8a7c5e70007c747fa,34 33 3 5 7 66 38 39 59 6 72 51 36 32 25 77 78 40 1 71 50 4 37 8 23 19 60 73 61 29 53 85 79 83 75 76 64 65
5aa0bc715d786f001e62f2a0,5 3 34 4 7 38 39 72 36 40 59 50 66 51 6 25 77 1 71 33 55 8 19 23 73 53 60 79 61 29 85 32 78 83 37 69 70 22 67 65
5e9860fb75a1502904d01036,5 8 51 3 7 13 4 55 40 50 72 59 66 71 61 85 36 1 83 37 69 70 23 6 19 73 53 45 9 60 29 79 15 24 35 57 27 89
617f97d521d2640006b7ee5f,51 55 8 1 13 50 72 15 40 85 59 4 5 66 29 28 7 62 61 45 24 14 69 70 53 83 37 79 35 57 89 73 9 71 19 23 3 6 60 36
617f98b2b231940007833d3a,7 51 5 3 59 34 8 40 50 72 38 39 4 71 66 1 36 85 83 37 13 55 33 23 6 19 60 73 53 61 29 79 69 70 35 57 32 15 25 77 24
617f9a22e656cd000680ed28,7 51 5 3 59 8 40 4 55 34 71 50 66 72 1 36 85 13 83 37 38 39 23 6 69 70 19 61 29 60 53 79 73 35 57 15 32 33 24 45
617f9d57dbab830006fc53d7,51 7 59 8 72 3 69 50 66 37 55 33 34 5 71 29 1 40 85 83 38 39 13 32 70 61 36 35 57 23 6 60 79 75 76 64 53 19 15 73 65 4
5de6214cadb04100214d9c75,5 3 4 34 7 38 39 36 25 33 40 66 51 72 23 6 77 73 19 1 71 59 50 78 53 60 32 61 29 79 85 22 67
5c39a38bf699690021a1019c,34 7 5 51 3 38 39 59 72 40 50 66 33 8 71 1 36 85 4 25 77 83 37 55 23 6 19 73 60 53 61 29 32 79 69 70 78 35 57 65 15
617f9da8e656cd000680f0ee,7 59 51 8 66 69 72 33 37 50 34 65 83 35 57 29 1 85 71 32 40 38 39 75 76 64 70 61 36 55 60 79 23 3 6 15 53 19 56 78
612f9482f725b5000708e84b,7 59 51 66 8 69 72 33 37 50 65 34 83 71 29 1 85 32 55 40 3 38 39 75 76 64 35 57 61 36 70 60 79 53 23 6 15 19 56 78
61531cac9ee4ee0006624b61,5 3 7 59 34 51 40 38 39 4 66 72 8 71 36 1 50 85 33 25 77 83 37 13 55 23 6 19 73 60 53 61 29 79 69 70 32 35 57 15 78
5f77041b49fac4687849af18,5 3 34 7 4 38 39 36 25 33 40 66 51 72 23 6 77 19 73 1 71 59 50 32 78 60 53 61 29 79 85 22 67 83 37 8 69 70
617fa21eb2319400078347e6,51 7 59 8 3 5 37 55 34 69 40 71 50 66 72 29 1 13 85 83 38 39 33 70 23 6 61 36 35 57 60 79 53 19 15 4 73 75 76 64 45 32 24
617a8b527bb91d0007a6ff51,7 34 59 66 51 38 39 72 3 33 8 50 37 5 71 1 40 85 32 83 69 61 29 36 23 6 60 79 19 53 75 76 64 70 35 57 55 73 65 15 78 25 77
5e869c4b9e9db000240925a5,8 51 59 69 7 55 1 37 29 50 72 70 83 85 15 71 66 64 40 28 35 57 61 36 56 65 75 33 76 79 13 60 49 45 53
613574a4d899960006428d4f,51 5 7 3 59 8 40 50 72 4 55 13 66 71 85 1 36 83 37 38 34 39 23 6 69 70 19 53 61 29 60 73 79 35 57 15 45 24
613da946f61fa90006e7d41e,4 5 13 55 40 8 15 3 9 27 50 72 61 89 45 24 36 69 70 73 14 1 66 51 19 23 6 53 46 62 85 71 59 7 79
617fac7821d2640006b80e6d,5 3 4 40 73 19 53 36 6 25 77 23 24 22 67 89 90 56 61 9 55 78 46 50 72 27
5af90102b44939001e46a953,5 4 40 3 13 7 36 73 27 61 9 89 19 55 23 6 53 45 90 24 50 66 51 72 22 67 25 77 1 60
5f5197ec5b17a0dfe39e1613,5 51 7 8 3 13 4 55 40 50 72 59 66 71 85 1 36 61 83 37 23 6 73 69 70 19 53 45 79 15 24 60 29 9 35 57 89
5709d5332ba01d09002bdc8b,7 51 5 3 59 8 40 50 72 4 34 71 66 1 85 36 38 39 55 83 37 13 23 6 19 53 73 60 61 29 79 69 70 35 57 15 32 33 24 25 77 45
616e8922f835a1000694dd0d,51 7 59 8 50 72 37 3 55 33 34 69 71 66 40 29 1 85 83 13 38 39 5 32 70 61 36 35 57 23 6 60 79 53 15 19 75 76 64 4 73 45 24 65
617fb4dcb4ed3c000784ece9,7 34 51 5 3 38 39 59 72 8 40 50 66 33 71 1 36 85 83 37 4 77 55 23 6 19 60 61 29 53 73 32 79 69 70 25 35 57 65 15 75 76 64 78
5d46c2ac3714d90022df0920,5 3 4 25 34 7 38 39 36 23 40 77 73 19 6 33 78 20 22 67 53 1 60 71 59 32
5f32ba4088d3ba7731c94766,7 51 5 3 59 72 34 8 40 50 66 38 39 71 1 36 85 83 37 33 4 55 13 23 6 19 60 61 29 53 69 70 73 79 32 35 57 15 25 77 65
617fb28fb4ed3c000784eae3,4 13 5 40 27 55 15 1 9 46 14 62 24 61 89 45 85 23 50 72 90 8 3 16 6 73 53
5b138d69865ad2001ec2932f,5 3 34 38 39 7 72 4 36 25 33 40 50 66 51 77 73 19 23 6 53 1 71 59 78 32 60 79 61 29 22 67 85 83 37
617fbe88f4c68c000640faf8,51 7 59 8 3 5 50 72 37 55 34 69 71 40 66 29 1 85 83 13 38 39 33 70 61 36 35 57 23 6 60 79 53 19 15 75 76 64 73 4 32 65 45 24
614bd562ca997a0006c0ece9,34 7 51 5 3 38 39 59 33 66 72 8 40 71 1 50 36 85 83 37 4 25 77 55 23 6 19 60 61 29 32 53 73 79 69 70 35 57 75 76 64 13 78 15 65
616e52defe8cd6000739bd54,51 7 3 59 8 5 40 4 55 34 69 71 50 66 72 13 1 36 85 83 37 38 39 70 23 6 61 29 60 19 53 79 35 57 73 15 32 33 45 24
5c8f737e0bb3400020795ee3,5 7 51 3 59 34 8 40 50 72 38 39 4 71 66 1 36 85 13 33 83 37 55 23 6 19 73 60 53 61 29 79 69 70 32 25 77 35 57 15
617fc5b0b4ed3c0007850577,51 7 59 8 50 72 55 1 37 69 66 83 85 71 29 40 13 15 3 65 70 35 57 61 36 79 60 23 6 53 19 45 75 33 76 64 24 4 5 56 73 28 14
60ab805821f70842ca0f47f6,5 3 4 7 25 34 36 40 38 39 51 73 23 19 6 77 33 1 50 66 72 53 78 60 71 59 22 67 79 85 61 29 32 13
5ba08dcf6971da001ea4c875,5 3 34 7 38 39 59 72 33 4 36 40 50 66 51 25 77 6 1 71 37 8 19 23 73 32 60 78 53 61 29 79 85 83 65 22 67
5c2b577418410300206f38af,33 34 38 39 51 3 66 32 59 5 7 54 67 58 75 76 6 72 77 78 25 64 57 52 1 71 42 43 80 41 37 63 23 60 19 50 61 29 36 65
5b396df9b804e6001efe96df,34 5 3 7 38 39 59 51 40 66 72 4 8 71 1 50 36 85 33 83 37 25 77 13 55 23 6 19 60 61 29 73 53 79 69 70 32 35 57 78 15
568f8cd8e8ff9b20003d09e7,5 3 34 7 4 38 39 72 36 25 40 50 66 51 73 19 23 6 77 33 1 71 59 53 60 78 32 79 61 29 85 22 67 55 83 37
617f8149b4ed3c000784b4fa,51 7 59 3 8 5 55 34 69 40 71 50 66 72 29 1 36 85 13 83 37 38 39 4 33 70 23 6 61 60 19 79 53 35 57 73 15 32 75 76 64 45 24
5f5372b2f24eac3ebbef8d60,34 33 51 7 59 66 38 39 3 75 76 72 37 8 32 64 71 50 1 40 83 85 69 5 61 29 36 23 6 60 79 19 70 35 57 53 55 78 65 63 73 54 25 77
617fd35ab4ed3c0007851585,7 51 59 69 8 50 72 37 55 33 34 65 83 71 29 66 1 85 40 3 32 38 39 70 35 57 61 36 60 79 75 76 64 23 6 15 53 19 13 56 73
617fd5ddb2319400078380d6,5 3 4 40 13 36 27 73 24 23 61 9 89 55 19 90 6 45 53 22 67 46 7 50 66 51 72
617fc47eb231940007836f99,51 7 59 8 55 69 50 72 37 1 15 13 66 71 83 85 40 29 3 70 35 57 61 36 79 23 6 60 53 45 19 4 5 75 33 76 64 24 56 65 14 73
57fbb28fda04300700fdc1cb,34 33 3 66 59 38 39 7 51 72 5 50 37 32 1 40 71 85 83 25 77 78 8 69 23 6 60 61 29 36 19 75 76 64 79 53 73 65 35 57 70 55
5fbe49bb2089908055f3c93f,4 5 40 13 27 55 15 73 9 46 62 24 8 53 28 61 89 45 85 14 1 90 50 72 23 19 56 36 3
617fd9ab039d770007cdfc85,51 7 3 59 8 5 55 34 40 69 71 50 66 72 29 1 36 85 13 83 37 38 39 4 33 70 23 6 61 60 19 53 79 35 57 73 15 32 75 76 64 45 24
5e6c275f024d690024e34348,5 40 4 3 55 50 72 7 36 19 13 6 51 73 89 24 53 61 9 45 23 66 90 8 56 79 1 60 22 67 15 85 71 59 27 25 77
